name,prompt,negative_prompt,description,category
ACTION_FEMBOY_Teasing_Display,"1boy, femboy, (teasing:1.4), (seductive display:1.3), lifting hem to show, peek-a-boo flash, suggestive reveal, playful tease, winking while showing","female, shy, hiding, fully covered",Femboy teasing display. Combos: FEMBOY_STATE_Confident_Smug; FEMBOY_CLOTHES_Tennis_Skirt.,ACTION
ACTION_FUTA_Cumshot,"futanari, (ejaculation:1.5), (cumshot:1.4), (spurting cum from cock:1.4), futa orgasm, shooting ropes of cum, explosive futa ejaculation, cum spraying from futa shaft, visible ejaculation stream","no ejaculation, dry orgasm, no cum, no penis",Futa ejaculation/cumshot moment. Combos: FUTA_FLUIDS_*; peak action frame.,ACTION
ACTION_FUTA_Paizuri_Receiving,"futanari, (receiving paizuri:1.4), (partner breasts around futa cock:1.4), titjob on futa, someone else's breasts on futa shaft, chest wrapped around futa penis, futa cock between partner breasts","self paizuri, own breasts, futa giving paizuri, solo, no penis",Futa RECEIVING paizuri from partner (partner's breasts on futa cock). NOT self-paizuri. Combos: FUTA_GENITALS_Large_Dick; GROUP_*.,ACTION
ACTION_FUTA_Self_Suck,"futanari, solo, (autofellatio:1.5), (sucking own cock:1.5), (mouth on own penis:1.4), bent forward self-oral, flexible body, self blowjob, own cock in own mouth, curled over own shaft, alone","partner, another person, 2people, someone else sucking, external mouth, no penis",Futa autofellatio — sucking own cock. Solo ONLY. Needs flexibility or large penis. Combos: BODY_FUTA_Hyper (easier reach); BODY_FUTA_Petite (flexibility). Weight 1.5 critical.,ACTION
ARCHETYPE_FEMBOY_Bunny_Boy,"1boy, femboy, bunny ears, bunny suit, fishnet, bow tie, bunny boy, cute bunny outfit, leotard male","female, girl, masculine, butch",Femboy bunny. Combos: FEMBOY_CLOTHES_Thigh_Highs; FEMBOY_THEME_Trap_Reveal; FEMBOY_STATE_Confident_Smug.,ARCHETYPE
ARCHETYPE_FEMBOY_Maid,"1boy, femboy, (frilly maid uniform:1.3), apron, maid headdress, maid outfit on boy, femboy maid, crossdressing maid","female, girl, masculine",Classic femboy maid. Most popular archetype. Combos: FEMBOY_STATE_Shy_Blushing; FEMBOY_THEME_Sub.,ARCHETYPE
ARCHETYPE_FUTA_Dominatrix,"futanari, (latex:1.3), corset, thigh high boots, whip, mistress, dominatrix, leather outfit, futa dominatrix","male, female only, no penis, submissive",Futa dominatrix. Combos: FUTA_THEME_Femdom; FUTA_BODY_Tall_Amazon; FUTA_POSE_Standing_Dominant.,ARCHETYPE
ARCHETYPE_FUTA_Neko,"futanari, cat ears, cat tail, nekomimi, collar, neko, futa neko","male, female only, no penis",Futa catgirl. Combos: FUTA_BODY_*; FEMBOY_STATE_Confident_Smug; FUTA_THEME_Solo.,ARCHETYPE
BODY_Base_Femboy,"1boy, (femboy:1.3), (male anatomy:1.2), (penis:1.2), flat chest, no breasts, smooth skin, feminine male body, slim male frame, androgynous male","breasts, vagina, pussy, female anatomy, muscular, masculine bulk","FEMBOY BASE CONSTRUCTOR — male body, feminine presentation, flat chest, penis. SELECT THIS before other FEMBOY styles to enforce male anatomy.",BODY
BODY_BBW_Plus_Size,"bbw, plus size, chubby, fat belly, thick body, soft belly, plump body, heavy body, chunky, big belly, love handles, thick arms, massive thighs","skinny, thin, slender, fit, toned, muscular, petite",BBW and plus size body type,BODY
BODY_FEMBOY_Otokonoko,"1boy, femboy, (otokonoko:1.3), crossdressing boy, trap, japanese crossdresser, could be mistaken for opposite gender, very feminine male","female only, clearly masculine",Classic otokonoko/trap. Most feminine presentation. Combos: FEMBOY_THEME_Trap_Reveal; FEMBOY_ARCHETYPE_Maid.,BODY
BODY_FEMBOY_Soft_Curve,"1boy, femboy, (soft curves:1.2), slight hip curve, gentle figure, hint of curves, soft waist, subtle hourglass male","female only, masculine angles, blocky",Femboy with soft body curves. Combos: FEMBOY_CLOTHES_Lingerie; FEMBOY_THEME_Otokonoko.,BODY
BODY_FUTA_Hyper,"futanari, (hyper penis:1.5), (enormous cock:1.5), absurdly oversized penis, (massive testicles:1.4), hyper balls, horse cock scale, impossibly large shaft, bigger than forearm","no penis, average, normal size, small, male body, masculine",Hyper-endowed futa. Extreme fantasy. Combos: FUTA_FLUIDS_Excessive_Cum; FUTA_THEME_Size_Play. NOT for realism.,BODY
BODY_FUTA_Shortstack,"futanari, (short:1.3), (curvy:1.2), short and busty, stacked, wide hips short height, big butt small stature, (average penis:1.1)","female only, no penis, tall, thin, flat, male",Short+curvy futa. Combos: FUTA_THEME_On_Female; FUTA_BODY_Petite for size contrast.,BODY
BODY_Male_Average,"1boy, (average male body:1.2), normal male build, regular physique, everyday male, typical male body, not muscular, not fat, average male","female, extremely muscular, obese",Average male body. Universal for male characters. Combos: any GROUP; THEME_NTR_Cheating; SCENE setups.,BODY
BODY_Pregnant_Gravid,"pregnant, pregnant belly, gravid, (large belly:1.3), round belly, baby bump, swollen belly, maternal, expecting","flat stomach, slim belly",Pregnant body state. REQUIRES BODY_Base_Herm for futa context.,BODY
BREASTS_Flat_Chest,"(flat chest:1.4), (no breasts:1.3), flat breasts, no chest, board flat, smooth chest, adult flat chest","large breasts, huge breasts, medium",Flat chest adult. Ensure adult character in prompt. Combos: BODY_Petite_Small; THEME_Size_Difference.,BREASTS
BREASTS_Natural_Sagging,"(sagging breasts:1.3), (natural droop:1.2), hanging breasts, drooping naturally, gravity-affected, natural sag, realistic heavy breasts","perky, uplifted, implants, perfect round",Natural sagging breasts. Combos: BODY_BBW_Plus_Size; BODY_Pregnant_Gravid; ARCHETYPE_Onee_San.,BREASTS
CAMERA_Ass_Focus,"ass focus, (butt focus:1.3), rear view, ass shot, butt close up, from behind view, backside focus, booty shot","front view, face focus",Ass rear focus,CAMERA
CAMERA_From_Above,"from above, bird's eye view, overhead view, looking down, top down view, aerial view, downward angle","from below, eye level",From above angle,CAMERA
CAMERA_Looking_Back,"(looking back:1.3), (looking back at viewer:1.2), turned head, glancing over shoulder, backward glance, head turned to look behind, rear-facing head turn","facing forward, front view, looking away from viewer",Character looking back at viewer. Works with any rear-facing pose. Combos: POSE_Doggystyle; POSE_Bent_Over; CAMERA_Ass_Focus; POSE_All_Fours_Display.,CAMERA
CAMERA_Side_Profile,"side view, profile, side angle, from side, lateral view, sideways, profile view, side perspective","front view, from behind",Side profile,CAMERA
CLOTHES_FEMBOY_Apron_Naked,"1boy, femboy, (naked apron:1.3), apron only, nude under apron, bare back visible, apron strings, nothing underneath","female only, fully dressed, shirt",Naked apron on femboy. Domestic seduction. Combos: FEMBOY_ARCHETYPE_Maid; SCENE_Kitchen.,CLOTHES
CLOTHES_FEMBOY_Catsuit_Tight,"1boy, femboy, (tight catsuit:1.3), full body suit, form fitting suit, spandex bodysuit, latex catsuit male","female only, loose clothes",Tight catsuit. Shows figure. Combos: FUTA_GENITALS_Bulge; FEMBOY_BODY_Athletic_Lean.,CLOTHES
CLOTHES_FEMBOY_Crop_Top_Shorts,"1boy, femboy, crop top, short shorts, midriff showing, casual femboy outfit, tight shorts, belly exposed","female only, long clothes, masculine",Casual crop top + shorts. Everyday femboy. Combos: FEMBOY_BODY_Slender; FEMBOY_STATE_Confident_Smug.,CLOTHES
CLOTHES_FEMBOY_Gothic_Lolita,"1boy, femboy, gothic lolita, black frilled dress, EGL, elaborate gothic outfit, petticoat, lolita fashion male","female only, casual, masculine",Gothic lolita femboy. Combos: FEMBOY_BODY_Slender; FEMBOY_STATE_Confident_Smug.,CLOTHES
CLOTHES_FEMBOY_Maid,"1boy, femboy, (frilly maid uniform:1.3), apron, maid headdress, maid outfit male, femboy maid, ruffled","female only, masculine clothes",Maid uniform on femboy. Most iconic. Combos: FEMBOY_ARCHETYPE_Maid; FEMBOY_STATE_Shy_Blushing.,CLOTHES
CLOTHES_FEMBOY_Shimapan,"1boy, femboy, (shimapan:1.4), (striped panties:1.3), blue and white stripes, anime striped underwear, classic shimapan, stripe pattern panties","female only, plain panties, boxers, masculine underwear",Shimapan — iconic striped panties. Peak anime femboy. Combos: FEMBOY_BODY_Otokonoko; FEMBOY_THEME_Trap_Reveal.,CLOTHES
CLOTHES_FEMBOY_Yukata_Kimono,"1boy, femboy, yukata, kimono, japanese traditional garb male, femboy kimono, off-shoulder kimono, summer yukata","female only, modern clothes",Yukata/kimono femboy. Combos: FUTA_SCENE_Hot_Spring; FEMBOY_STATE_Shy_Blushing.,CLOTHES
CLOTHES_FUTA_Latex_Harness,"futanari, (latex harness:1.3), body harness, strappy leather, chest harness, crotchless harness, dominatrix harness outfit","fully covered, normal clothes, male",Latex harness — futa dom outfit. Cock exposed through harness. Combos: FUTA_ARCHETYPE_Dominatrix; FUTA_THEME_Femdom.,CLOTHES
EXPRESSION_Angry,"(angry expression:1.3), (furious face:1.2), scowling, rage, anger, bared teeth, glaring, aggressive expression, fierce anger, wrathful","calm, happy, neutral, submissive",Angry expression. Combos: ACTION_Angry_Dragon; THEME_Femdom; ARCHETYPE_Demon_Queen. Conflicts: STATE_Ahegao_Extreme.,EXPRESSION
EXPRESSION_Embarrassed,"embarrassed, (blushing:1.3), covering face, shy expression, ashamed, flustered, looking away, red-faced, embarrassed smile","confident, calm, proud, neutral",Embarrassed expression,EXPRESSION
EXPRESSION_Inviting,"(inviting expression:1.3), (come hither look:1.2), beckoning, seductive invitation, bedroom eyes invitation, finger beckoning, flirtatious inviting gaze","rejecting, angry, scared, neutral, distant",Inviting / 'come here' expression. Combos: STATE_Lustful_Face; THEME_Teasing; POSE_Spread_Legs; SCENE_Bedroom.,EXPRESSION
EXPRESSION_Nervous,"(nervous expression:1.3), (anxious face:1.2), biting lip nervously, worried eyes, uncertain, fidgeting, uneasy smile, tense","confident, calm, relaxed, bold",Nervous / anxious expression. Combos: THEME_Virginity; THEME_Student_Teacher; EXPRESSION_Embarrassed; STATE_Blushing_Flushed.,EXPRESSION
FLUIDS_Anal_Creampie,"(anal creampie:1.4), (cum dripping from ass:1.3), cum leaking from anus, semen from asshole, ass dripping cum, anal internal cum","vaginal creampie, clean, dry",Anal creampie. Combos: ACTION_Penetration_Anal; GENITALS_Anus_Focus; POSE_Ass_Up_Face_Down.,FLUIDS
FLUIDS_Cum_On_Feet,"(cum on feet:1.4), (semen on toes:1.3), cum between toes, cum on soles, cum dripping from feet, sticky feet, cum-covered feet","clean feet, no cum, dry",Cum on feet/toes. Combos: ACTION_Footjob; CLOTHES_Bare_Feet; FLUIDS_Body_Cumshot.,FLUIDS
FLUIDS_FUTA_Creampie_Receiving,"futanari, (full herm creampie:1.3), cum dripping from futa pussy, receiving creampie, filled with cum, futa pussy dripping","giving, female only, no penis, dick only",Futa receiving creampie (needs FUTA_GENITALS_Full_Herm). Combos: FUTA_ACTION_Vaginal_Receiving.,FLUIDS
FLUIDS_FUTA_Swallowing,"futanari, swallowing cum, gulping semen, throat swallow, post blowjob swallow, (swallowing:1.3), futa cum swallowed by partner","spitting, refusal, female only, no penis",Swallowing futa cum. Combos: FUTA_ACTION_Blowjob_Receiving; FUTA_ACTION_Deepthroat_Giving.,FLUIDS
GENITALS_Anal_Gaping,"(anal gaping:1.4), (gaping anus:1.3), stretched asshole, open anus, post-anal gape, wide open anus, gaping rear","tight, closed, intact",Anal gaping. Combos: ACTION_Fisting_Anal; ACTION_Penetration_Anal; GENITALS_Anus_Focus.,GENITALS
GENITALS_FUTA_Bulge,"futanari, (visible bulge:1.4), (clothed bulge:1.3), outline through fabric, tent in panties, noticeable bulge, concealed erection, straining fabric","exposed penis, naked, nude, female only, no penis",Clothed bulge — suggestive not explicit. Combos: FEMBOY_CLOTHES_*; FUTA_THEME_Surprise_Reveal. Works with any clothing style.,GENITALS
GENITALS_FUTA_Full_Herm,"futanari, (penis:1.2), (vagina:1.2), pussy, balls, both genitals, full package, herm","no penis, no pussy, male, female only",Full herm — both genitals. Conflict: FUTA_GENITALS_Dick_Only. Combos: FUTA_FLUIDS_Creampie_Receiving.,GENITALS
GENITALS_Penis_Average,"(average penis:1.2), normal size cock, regular sized penis, proportional dick, medium length cock, realistic size penis","huge cock, monster cock, horse cock, tiny",Average realistic penis. Combos: any hetero/male action. Less extreme than GENITALS_Penis_Huge.,GENITALS
GROUP_Femboy_With_Female,"1boy, femboy, 1girl, (femboy x girl:1.3), feminine boy with girl, trap with female, 2characters","all male, no femboy, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Femboy with female partner. Roles can swap — combine with THEME_FEMBOY_With_Female.,GROUP
GROUP_Futa_On_Femboy,"futanari, 1boy, femboy, (futa x femboy:1.3), futanari with femboy, futa on trap, 2characters","no futa, no femboy, all female, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Futa x femboy pairing — combo of both pack archetypes. THEME_FEMBOY_With_Futa.,GROUP
GROUP_Gangbang_On_Femboy,"1boy, femboy, (multiple males:1.3), (gang on femboy:1.3), femboy surrounded by men, femboy receiving group","female, solo, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Multiple males on femboy. THEME_FEMBOY_Gangbang_Receiving.,GROUP
GROUP_Threesome_Femboy_MM,"(2boys:1.2), 1boy, femboy, (two males one femboy:1.3), spitroast femboy, femboy sandwich","female, 1girl, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Two males on one femboy. Combine with ACTION_FEMBOY_Spitroast_Receiving.,GROUP
HAIR_FEMBOY_Bob_Chin,"1boy, femboy, (bob cut:1.3), chin length hair, short bob, neat bob, androgynous bob hairstyle","female only, long hair, bald",Chin-length bob — androgynous classic. Combos: FEMBOY_BODY_Androgynous; FEMBOY_ARCHETYPE_Maid.,HAIR
HAIR_FEMBOY_Ponytail_Low,"1boy, femboy, (low ponytail:1.3), loose low ponytail, hair tied back low, relaxed ponytail, nape ponytail","female only, high ponytail, bald, short hair",Low ponytail — casual elegant. Combos: FEMBOY_ARCHETYPE_Shrine_Boy; FEMBOY_BODY_Slender.,HAIR
HAIR_FUTA_Long_Flowing,"futanari, (long flowing hair:1.3), waist length hair, dramatic long hair, windswept long hair, voluminous long hair","short hair, bald, buzzcut, male",Long flowing dramatic hair. Dominant futa aesthetic. Combos: FUTA_BODY_Tall_Amazon; FUTA_ARCHETYPE_Demon_Queen.,HAIR
POSE_All_Fours_Display,"(on all fours:1.3), (presenting on hands and knees:1.2), all fours display, showing off on all fours, not yet penetrated, exhibiting rear","being penetrated, standing, lying",On all fours display — presentation only. Different from POSE_Doggystyle. Combos: ACTION_Showing_Ass; ARCHETYPE_Catgirl.,POSE
POSE_Body_Bent,"body bent, folded body, extreme flexibility, pretzel pose, body contortion, extreme bend","normal posture, rigid",Body bent extreme,POSE
POSE_FUTA_Doggy_Giving,"futanari, (doggystyle:1.3), futa behind partner, rear entry, futa penetrating from behind, doggy position futa top","receiving, bottom, female only, no penis",Futa doggystyle top position. Combos: FUTA_ACTION_Penetrating_Female; FUTA_BODY_Muscular.,POSE
POSE_FUTA_Spread_Legs_Display,"futanari, (spread legs:1.4), (legs wide apart seated:1.3), sitting with legs open, full genitals on display, seated exhibition, inviting spread, cock and balls visible between legs","legs closed, standing, hiding, no penis",Seated spread leg display. Classic futa showcase. Combos: FUTA_GENITALS_Erect_Display; FUTA_THEME_Solo.,POSE
POSE_Hogtied,"hogtied, (rope bondage:1.3), hands and feet tied together, arched back, completely restrained, immobilized, hogbound","free, untied, unrestrained",Hogtied,POSE
POSE_Legs_Behind_Head,"legs behind head, flexible, contortionist, extreme flexibility, legs folded back, acrobatic position","normal position, standing",Legs behind head,POSE
POSE_On_Stomach_After,"lying on stomach, after sex, exhausted after sex, messy hair, fluids on back, post-sex collapse, spent, passed out","active, energetic, sitting up",On stomach after sex,POSE
POSE_Seiza,"(seiza:1.3), (japanese kneeling:1.2), sitting on heels, formal japanese sit, traditional kneel, submissive formal sit","casual sitting, chair, lying",Seiza — Japanese formal kneeling. Combos: ARCHETYPE_Shrine_Maiden; THEME_BDSM_Submission.,POSE
POSE_Spreading_Legs,"spreading legs, pulling legs apart, holding legs open, open crotch, displaying genitals, legs held wide","closed legs, together",Active motion — character is in the act of pulling legs apart. Combos: CAMERA_From_Below; GROUP_MMF setup. NOTE — DYNAMIC action; see POSE_Spread_Legs for the static held-open version.,POSE
RACE_FEMBOY_Android,"1boy, femboy, trap, otokonoko, (android:1.4), (synthetic humanoid:1.3), robot femboy, mechanical joints, feminine android, androgynous android, circuit patterns","1girl, female only, masculine, organic only, no circuits, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Android femboy. Delicate synthetic femboy body. Sci-fi aesthetic. SCENE_Spaceship.,RACE
RACE_FEMBOY_Dragon,"1boy, femboy, trap, otokonoko, (dragon horns:1.2), dragon tail, scales on body, draconic features, (slit pupils:1.2), androgynous dragon","1girl, female only, masculine, no scales, no horns, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Dragon femboy. Unusual delicate draconic aesthetic. MARKINGS from furry pack if stacking.,RACE
RACE_FEMBOY_Slime,"1boy, femboy, trap, otokonoko, (slime boy:1.3), (translucent body:1.2), gelatinous body, slime femboy, see-through slime, androgynous slime","1girl, female only, masculine, solid body, opaque skin, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Slime femboy. Translucent androgynous form. Niche but strong visual.,RACE
RACE_FUTA_Dark_Elf,"futanari, futa, dark elf, (dark skin elf:1.3), (pointy ears:1.2), dark purple skin, white hair, drow, silver jewelry","1boy, male only, no futa, human ears, light skin, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Dark elf futa. Dominant drow aesthetic. THEME_FUTA_Femdom.,RACE
RACE_FUTA_Oni,"futanari, futa, (oni:1.3), (large oni horns:1.2), club weapon optional, strong oni, red or blue skin, white hair oni","1boy, male only, no futa, no horns, human skin, (bad anatomy:1.3), (bad hands:1.4), (extra fingers:1.5), (extra limbs:1.5), blurry, text, watermark",Oni futa. Powerful red/blue skinned futa. BODY_FUTA_Large + THEME_FUTA_Femdom.,RACE
SCENE_Alley_Street,"dark alley, back alley, street, urban, city alley, dirty alley, narrow alley, against wall, outdoor alley","indoor, clean, bedroom",Dark alley setting,SCENE
SCENE_Breeding_Chamber,"(breeding chamber:1.3), (monster breeding pit:1.2), organic walls, fleshy interior, egg sacs, mucus-coated floor, pulsating walls, alien hive interior, biomechanical breeding room","clean, modern, bedroom, outdoor, mechanical",Monster breeding chamber / hive interior. Combos: ACTION_Oviposition; THEME_Monster_Breeding; THEME_Monster_Tentacle; LIGHTING_Dim_Dark.,SCENE
SCENE_FUTA_Fantasy_Dungeon,"RPG dungeon, stone walls, torchlight, fantasy setting, dungeon chambers, monster lair, medieval underground",,Fantasy dungeon setting. Combos: FUTA_ARCHETYPE_Demon_Queen; FUTA_ARCHETYPE_Succubus; LIGHTING_Dim_Dark.,SCENE
SCENE_FUTA_Public_Bathroom,"public bathroom, stall, tile walls, fluorescent light, sink visible, restroom setting",,Public bathroom. Combos: FUTA_THEME_Surprise_Reveal; FUTA_BODY_Newhalf. Risk/exposure tension.,SCENE
SCENE_Hot_Spring,"onsen, hot spring, steam, (hot spring water:1.2), japanese bath, thermal bath, steam rising, relaxing water","cold, indoor, dry setting",Onsen hot spring,SCENE
SCENE_Monster_Lair,"(monster lair:1.3), (creature den:1.2), bone-littered cave, dark cavern, monster nest, ominous cave, skulls and bones, damp cave floor, stalactites, glowing fungi","clean, modern, bright, bedroom, office",Monster lair / den — more primal than SCENE_Fantasy_Dungeon (RPG). Combos: RACE_Orc_Male; THEME_Non_Con; LIGHTING_Fire_Glow.,SCENE
SCENE_Public_Outdoor,"public, outdoor, outside, public place, street, alley, park, risky location, open air, public sex","private, bedroom, indoor",Public outdoor location,SCENE
SCENE_Strip_Club,"(strip club:1.3), nightclub, (stage with pole:1.2), neon lights, dark club, strip club interior, lap dance setting, club stage, club chairs","outdoor, bedroom, bright",Strip club scene. Combos: ACTION_Pole_Dance; ACTION_Striptease; ARCHETYPE_Stripper; LIGHTING_Neon_Colorful.,SCENE
STATE_Ahegao_Extreme,"(ahegao:1.5), (rolled eyes:1.4), (crossed eyes:1.3), (tongue out:1.3), excessive drooling, fucked silly, mind break expression, pleasure face, eyes rolling back, exaggerated expression","normal face, closed mouth, composed, calm expression",Extreme ahegao expression,STATE
STATE_Drugged_Aphrodisiac,"drugged, (aphrodisiac:1.3), forced arousal, chemical arousal, under influence, heightened sensitivity, uncontrollable lust","natural, sober, normal arousal, love potion, potion bottle, potion vial, magic potion",Drugged with aphrodisiac,STATE
STATE_FEMBOY_Aroused_Embarrassed,"1boy, femboy, aroused, (embarrassed:1.2), blushing, visible erection, turned on but shy, awkward arousal, embarrassed hard-on","female only, unaroused",Aroused + embarrassed femboy. Core emotional combo. Combos: FEMBOY_ACTION_Masturbation; FUTA_THEME_Surprise_Reveal.,STATE
STATE_FEMBOY_Teasing_Coy,"1boy, femboy, (teasing:1.3), (coy:1.2), playful, luring, peek-a-boo expression, flirty, batting eyes, playful seduction","female only, aggressive, dominant",Teasing/coy femboy. Playful seduction. Combos: FEMBOY_ACTION_Teasing_Display; FEMBOY_THEME_Trap_Reveal.,STATE
STATE_Nipples_Through_Clothes,"(nipples visible through clothing:1.3), (poking nipples through fabric:1.2), hard nipples through shirt, nipple bumps, erect nipples under clothes, see-through top nipples","topless, nude, thick clothing, padded bra",Nipples visibly poking/showing through clothing. Combos: CLOTHES_Sweater_Oversized; CLOTHES_Fitness_Wear; BREASTS_Nipples_Detailed. Futa context: works as-is. Not for femboy (flat chest).,STATE
STATE_Ruined_Makeup,"(ruined makeup:1.3), (smeared mascara:1.2), running eyeliner, tear-streaked makeup, smudged lipstick, messy cosmetics, makeup running down face, raccoon eyes","clean makeup, perfect makeup, no makeup, pristine",Ruined / smeared makeup. Combos: STATE_Crying_Tears; ACTION_Deepthroat; FLUIDS_Facial_Cumshot; STATE_Exhausted_Used.,STATE
THEME_FEMBOY_Brothel,"1boy, femboy, (brothel:1.3), sex work, femboy brothel, paid services, client interaction, red light district femboy","female only, female anatomy",Femboy brothel scenario. Combos: FEMBOY_ARCHETYPE_Idol; FUTA_SCENE_Strip_Club; FEMBOY_STATE_Teasing_Coy.,THEME
THEME_FEMBOY_Otokonoko,"1boy, femboy, (otokonoko:1.4), crossdressing culture, japanese trap culture, voluntarily feminine, embracing femboy identity","female only, forced, masculine",Otokonoko culture/identity theme. Combos: FEMBOY_BODY_Otokonoko; FEMBOY_CLOTHES_*; FEMBOY_ARCHETYPE_Maid.,THEME
THEME_FEMBOY_With_Femboy,"two femboys, (femboy x femboy:1.3), two traps, trap on trap, femboy couple, two crossdressers together","female only, masculine male",Femboy × femboy. Combos: FEMBOY_BODY_Slender x2; FEMBOY_ACTION_*; GROUP_FFM structure rethemed.,THEME
THEME_FUTA_Femdom,"futanari, (femdom:1.4), (futa dominant:1.3), futa in control, dominant futa, commanding futa, futa mistress, futa top","submissive futa, maledom, female only, no penis",Futa as dominant. Combos: FUTA_ARCHETYPE_Dominatrix; FUTA_BODY_Tall_Amazon; FUTA_POSE_Standing_Dominant.,THEME
THEME_FUTA_On_Male,"futanari, (futa on male:1.3), futa dominating male, futa fucking boy, futa pegging man, futa x male, reverse pegging","female only, no penis, male dominant",Futa on male. Combos: FUTA_ACTION_Penetrating_Male; FUTA_THEME_Femdom; GROUP_Solo_Male.,THEME
THEME_FUTA_Size_Play,"futanari, (size difference:1.3), futa cock size comparison, large vs small futa, size emphasis, futa size contrast","same size, average, female only, no penis",Size difference/comparison. Combos: FUTA_BODY_Hyper + FUTA_BODY_Petite; FUTA_GENITALS_Hyper_Dick.,THEME
